Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_33_segment_Lt Parietal	1: RTSTRUCT: ANON_33_segment_Rt Cerebellar
wavelet-LHL	glcm	Correlation	0.3198017999541797	0.3103344587866754
wavelet-LHL	glcm	DifferenceAverage	1.169761435565666	1.1507983609946244
wavelet-LHL	glcm	DifferenceEntropy	2.0087135069225033	1.972182838262382
wavelet-LHL	glcm	DifferenceVariance	1.6083633365361492	1.4755515642556225
wavelet-LHL	glcm	JointEnergy	0.06885144565462467	0.06417884989464653
wavelet-LHL	glcm	JointEntropy	4.806737734473632	4.763854580913281
wavelet-LHL	glcm	Imc1	-0.08831644374986028	-0.10073833708581785
wavelet-LHL	glcm	Imc2	0.5129421778615767	0.5473636463401583
wavelet-LHL	glcm	Idm	0.567762465441419	0.56826352902097
wavelet-LHL	glcm	Idmn	0.9900976517588516	0.9864670645924936
wavelet-LHL	glcm	Id	0.6041867759142778	0.6042258965264736
wavelet-LHL	glcm	Idn	0.9398729060256377	0.9295831224699244
wavelet-LHL	glcm	InverseVariance	0.45435977933422705	0.46093093163139665
wavelet-LHL	glcm	MaximumProbability	0.15310285983363345	0.1346019331582173
wavelet-LHL	glcm	SumEntropy	3.1906984846944315	3.1836031186705585
wavelet-LHL	glcm	SumSquares	2.2444502003902977	2.105693473310425
wavelet-LHL	glrlm	GrayLevelNonUniformity	865.2444488559746	268.447410274708
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.20648422882299122	0.20005081872752556
wavelet-LHL	glrlm	GrayLevelVariance	2.6416005387886967	2.5884340864958726
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	92.18114204483373	59.68000563947391
wavelet-LHL	glrlm	LongRunEmphasis	2.7107768635453273	2.3726805315647983
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	245.3897664783388	141.89330093635888
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.03298825640816055	0.04636888862433132
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.012972479578518005	0.02146562725448081
wavelet-LHL	glrlm	RunEntropy	3.7935115334283105	3.694727509942321
wavelet-LHL	glrlm	RunLengthNonUniformity	2457.9739667451986	829.4904730841733
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.5792280345347665	0.6096393907950624
wavelet-LHL	glrlm	RunPercentage	0.7178255706557592	0.7475653181174653
wavelet-LHL	glrlm	RunVariance	0.6949476962006902	0.5193353651537034
wavelet-LHL	glrlm	ShortRunEmphasis	0.7861041305767357	0.8038291873552392
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	72.78382787412865	47.95420272354117
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.010447496738202012	0.017800149725993936
wavelet-LHL	glszm	GrayLevelNonUniformity	37.27058823529412	15.143884892086332
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.10961937716262976	0.10894881217328295
wavelet-LHL	glszm	GrayLevelVariance	9.02287197231834	7.24910718906889
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	96.17058823529412	62.15827338129496
wavelet-LHL	glszm	LargeAreaEmphasis	20201.558823529413	3897.388489208633
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	1803526.4235294117	227179.21582733814
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	229.24968663563632	68.54253415602629
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.020227283350440037	0.03588773135727679
wavelet-LHL	glszm	SizeZoneNonUniformity	64.53529411764706	26.12230215827338
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.1898096885813149	0.18793023135448475
wavelet-LHL	glszm	SmallAreaEmphasis	0.4184825722360258	0.4265658787257928
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	38.80921422866412	26.41905610607243
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.008944016596834428	0.02090404658940604
wavelet-LHL	glszm	ZoneEntropy	6.1367388353976775	5.782641094881598
wavelet-LHL	glszm	ZonePercentage	0.058319039451114926	0.07752370329057445
wavelet-LHL	glszm	ZoneVariance	19907.53719723183	3730.9970498421403
wavelet-LHL	gldm	DependenceEntropy	6.221720800175474	6.225293321394464
wavelet-LHL	gldm	DependenceNonUniformity	375.7331046312178	126.71444506413832
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.06444821691787612	0.07067174850202917
wavelet-LHL	gldm	DependenceVariance	20.05312487312034	17.75073354922735
wavelet-LHL	gldm	GrayLevelNonUniformity	1380.201372212693	396.78918014500834
wavelet-LHL	gldm	GrayLevelVariance	2.1772959995763324	2.227616289287615
wavelet-LHL	gldm	HighGrayLevelEmphasis	91.57221269296741	59.71834913552705
wavelet-LHL	gldm	LargeDependenceEmphasis	89.55094339622642	74.9542665923034
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	7973.988679245283	4499.775237032905
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	1.0401988955441182	1.3336101406618226
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.012612466266456547	0.020659823627005875
wavelet-LHL	gldm	SmallDependenceEmphasis	0.05879140498019988	0.07231100069292697
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	5.4609892757049145	4.375645691283407
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0010299941004566703	0.002494639067200443
wavelet-LHL	ngtdm	Busyness	3.0759805227604162	1.6006317527320721
wavelet-LHL	ngtdm	Coarseness	0.0013490089515983755	0.004255010981261671
wavelet-LHL	ngtdm	Complexity	104.88836787201075	71.28469727564548
wavelet-LHL	ngtdm	Contrast	0.013043880846128291	0.02081383839326727
wavelet-LHL	ngtdm	Strength	0.1888540739594708	0.3394919897343917
wavelet-LHH	firstorder	10Percentile	-7.965695233832158	-8.385805276427584
wavelet-LHH	firstorder	90Percentile	8.319329249853903	8.39155232040646
wavelet-LHH	firstorder	Energy	524979914.956102	161266044.7008384
wavelet-LHH	firstorder	Entropy	1.0601583162553774	1.0729686287696767
wavelet-LHH	firstorder	InterquartileRange	7.226051837502349	7.590112801136563
wavelet-LHH	firstorder	Kurtosis	5.787540578157187	5.630240483572448
wavelet-LHH	firstorder	Maximum	42.86703872291572	40.06523634336337
wavelet-LHH	firstorder	MeanAbsoluteDeviation	5.162460014502128	5.275178347700363
wavelet-LHH	firstorder	Mean	-0.0071363772777212914	-0.18483966501279062
wavelet-LHH	firstorder	Median	-0.007662729731927744	-0.1539805193047506
wavelet-LHH	firstorder	Minimum	-47.878824803211685	-33.295451408136834
wavelet-LHH	firstorder	Range	90.74586352612741	73.3606877515002
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	3.1149018045936656	3.2770543012405375
wavelet-LHH	firstorder	RootMeanSquared	300.080010758738	299.90335373984254
wavelet-LHH	firstorder	Skewness	-0.07222965212234059	0.08510810921730083
wavelet-LHH	firstorder	TotalEnergy	524979914.956102	161266044.7008384
wavelet-LHH	firstorder	Uniformity	0.4930184266039795	0.491500222872054
wavelet-LHH	firstorder	Variance	52.29463240307726	52.891217711041996
wavelet-LHH	glcm	Autocorrelation	6.257372197001572	6.170057349565768
wavelet-LHH	glcm	JointAverage	2.494884568393035	2.47939890216715
wavelet-LHH	glcm	ClusterProminence	0.7316665753713898	0.7516875867981839
wavelet-LHH	glcm	ClusterShade	-0.016889156008115924	0.016263530315448464
wavelet-LHH	glcm	ClusterTendency	0.5939627015115213	0.583328470209779
wavelet-LHH	glcm	Contrast	0.46228395742748424	0.4928110928922581
wavelet-LHH	glcm	Correlation	0.12463470183704795	0.08425443932097723
wavelet-LHH	glcm	DifferenceAverage	0.45327305998502027	0.4742829873626638
wavelet-LHH	glcm	DifferenceEntropy	1.0109303383077468	1.0450490539064436
wavelet-LHH	glcm	DifferenceVariance	0.250860273977238	0.2627957932337927
wavelet-LHH	glcm	JointEnergy	0.25218069259234377	0.2481464677132735
wavelet-LHH	glcm	JointEntropy	2.0887706887245296	2.12872807295346
wavelet-LHH	glcm	Imc1	-0.02952689375454759	-0.024947853115919565
wavelet-LHH	glcm	Imc2	0.17172876871449566	0.16859845146073674
wavelet-LHH	glcm	Idm	0.7742645597517364	0.7647113168716275
wavelet-LHH	glcm	Idmn	0.9729658418708975	0.9713554902463929
wavelet-LHH	glcm	Id	0.7748652862479006	0.7658780064481239
wavelet-LHH	glcm	Idn	0.909645751251078	0.9057531754783993
wavelet-LHH	glcm	InverseVariance	0.4453885247228643	0.4587180043574737
wavelet-LHH	glcm	MaximumProbability	0.2793280606362919	0.2867240660560844
wavelet-LHH	glcm	SumEntropy	1.6039735888235052	1.599567681700747
wavelet-LHH	glcm	SumSquares	0.26406166473475146	0.2690348907755093
wavelet-LHH	glrlm	GrayLevelNonUniformity	1485.8621610849577	506.16611367902976
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.48735229172150685	0.485819149979494
wavelet-LHH	glrlm	GrayLevelVariance	0.2756592642037949	0.27883612108159295
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.51671925706272	6.526618247481574
wavelet-LHH	glrlm	LongRunEmphasis	5.784227905213299	4.707285146746014
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	37.67949623259912	29.72431643688547
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	1.049990331565906	0.8827501155154168
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.1859069463721317	0.18609335493079263
wavelet-LHH	glrlm	RunEntropy	2.973326157889174	2.7648474653811683
wavelet-LHH	glrlm	RunLengthNonUniformity	1116.8187002470318	438.3201584176472
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.35566350773968985	0.4073748480516194
wavelet-LHH	glrlm	RunPercentage	0.5227338699036812	0.5807198936033292
wavelet-LHH	glrlm	RunVariance	1.7305563960783155	1.3237600401618939
wavelet-LHH	glrlm	ShortRunEmphasis	0.5765667095161302	0.6347984081870712
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	3.774110998721482	4.187109366813368
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.10878287728024416	0.11869233203142816
wavelet-LHH	glszm	GrayLevelNonUniformity	9.0	3.0
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.4090909090909091	0.3333333333333333
wavelet-LHH	glszm	GrayLevelVariance	1.8450413223140494	1.7777777777777777
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	10.045454545454545	8.88888888888889
wavelet-LHH	glszm	LargeAreaEmphasis	761395.5454545454	175557.88888888888
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	4945089.7727272725	1117926.4444444445
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	137590.56502525252	32345.14429012346
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.3737373737373737	0.4012345679012346
wavelet-LHH	glszm	SizeZoneNonUniformity	8.454545454545455	3.0
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.384297520661157	0.3333333333333333
wavelet-LHH	glszm	SmallAreaEmphasis	0.6372348593393944	0.4652780598654876
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	7.553901585762324	5.56944631529327
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.18726641609969993	0.1462674110080945
wavelet-LHH	glszm	ZoneEntropy	2.8556037770398266	2.4193819456463697
wavelet-LHH	glszm	ZonePercentage	0.0037735849056603774	0.0050195203569436695
wavelet-LHH	glszm	ZoneVariance	691170.5454545455	135868.3950617284
wavelet-LHH	gldm	DependenceEntropy	5.01824647898217	5.017420425127369
wavelet-LHH	gldm	DependenceNonUniformity	422.81852487135507	126.42108198549916
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.07252461833127874	0.07050813273033975
wavelet-LHH	gldm	DependenceVariance	15.40293931254027	15.738721165441987
wavelet-LHH	gldm	GrayLevelNonUniformity	2874.297427101201	881.2598996095928
wavelet-LHH	gldm	GrayLevelVariance	0.264057648232217	0.26762874399388586
wavelet-LHH	gldm	HighGrayLevelEmphasis	6.500343053173242	6.4439486893474625
wavelet-LHH	gldm	LargeDependenceEmphasis	195.20205831903945	157.3792526491913
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	1263.1792452830189	983.2281093139989
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	35.439763198017914	29.5677131746917
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.18380503144654087	0.1860282270558344
wavelet-LHH	gldm	SmallDependenceEmphasis	0.011019020717148241	0.013895375157603586
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.08398406641530422	0.10328687568275097
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002540401529214034	0.0030069059425968706
wavelet-LHH	ngtdm	Busyness	115.47412290172612	37.44016870980851
wavelet-LHH	ngtdm	Coarseness	0.0007967601222292868	0.002506266562024866
wavelet-LHH	ngtdm	Complexity	3.0442486016909194	3.157473252132248
wavelet-LHH	ngtdm	Contrast	0.019468137469342933	0.02058256367103255
wavelet-LHH	ngtdm	Strength	0.004696659767751607	0.014676408269662228
wavelet-HLL	firstorder	10Percentile	-64.51884200005595	-31.254431597698794
wavelet-HLL	firstorder	90Percentile	55.82144942207114	32.7010542169624
wavelet-HLL	firstorder	Energy	534021166.29744095	163684090.73004758
wavelet-HLL	firstorder	Entropy	3.1085647588488055	2.220354530301161
wavelet-HLL	firstorder	InterquartileRange	45.690882228629256	31.460454415452844
wavelet-HLL	firstorder	Kurtosis	7.47171689134104	4.528745748577316
wavelet-HLL	firstorder	Maximum	338.413599725949	108.59581340449098
wavelet-HLL	firstorder	MeanAbsoluteDeviation	39.96122302734409	20.79120058139147
wavelet-HLL	firstorder	Mean	-3.945788530600979	0.8316769462663163
wavelet-HLL	firstorder	Median	-2.9483923661890774	0.3075440621423523
wavelet-HLL	firstorder	Minimum	-318.6351237856376	-112.76587084057891
wavelet-HLL	firstorder	Range	657.0487235115866	221.3616842450699
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	20.204254973495463	13.130230672692955
wavelet-HLL	firstorder	RootMeanSquared	302.6529825366439	302.1433849326965
wavelet-HLL	firstorder	Skewness	-0.12132163659082866	0.02275616683919245
wavelet-HLL	firstorder	TotalEnergy	534021166.29744095	163684090.73004758
wavelet-HLL	firstorder	Uniformity	0.1729175113051614	0.2686300351898332
wavelet-HLL	firstorder	Variance	3950.731709558427	790.9272042848623
wavelet-HLL	glcm	Autocorrelation	176.81057071072092	30.884322622698615
wavelet-HLL	glcm	JointAverage	13.25461600963361	5.532333987274204
wavelet-HLL	glcm	ClusterProminence	1689.68462506351	42.300380936838216
wavelet-HLL	glcm	ClusterShade	-11.328826159831484	0.15665005264039206
wavelet-HLL	glcm	ClusterTendency	14.284933679111885	3.1350055262389827
wavelet-HLL	glcm	Contrast	9.79028205751585	2.024876159950776
wavelet-HLL	glcm	Correlation	0.16594356467171517	0.21291504482221693
wavelet-HLL	glcm	DifferenceAverage	1.8457238537528995	0.988409170680036
wavelet-HLL	glcm	DifferenceEntropy	2.511285994781408	1.801362240104027
wavelet-HLL	glcm	DifferenceVariance	6.070366725531229	0.9974175259543028
wavelet-HLL	glcm	JointEnergy	0.04299167161265228	0.08661453357694832
wavelet-HLL	glcm	JointEntropy	5.771026504413296	4.232444156634648
wavelet-HLL	glcm	Imc1	-0.11171485094866586	-0.07290489942409824
wavelet-HLL	glcm	Imc2	0.6178461224333904	0.4356063756731033
wavelet-HLL	glcm	Idm	0.48692767929203656	0.5995742855878994
wavelet-HLL	glcm	Idmn	0.9883475409059519	0.9815024578539163
wavelet-HLL	glcm	Id	0.5369002387846766	0.629952909173261
wavelet-HLL	glcm	Idn	0.941775228131675	0.9171597562616906
wavelet-HLL	glcm	InverseVariance	0.40755272271865395	0.47193320828855306
wavelet-HLL	glcm	MaximumProbability	0.11823548635100446	0.15396329895950894
wavelet-HLL	glcm	SumEntropy	3.7047354275388233	2.812032927069981
wavelet-HLL	glcm	SumSquares	6.018803934156933	1.2899704215474395
wavelet-HLL	glrlm	GrayLevelNonUniformity	656.3151768523082	315.6785821173646
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.14593022480366383	0.24183559503532198
wavelet-HLL	glrlm	GrayLevelVariance	7.71002168279669	1.590237272984441
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	185.6692882085378	32.3533470160462
wavelet-HLL	glrlm	LongRunEmphasis	2.288737064957412	2.5376392850742944
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	417.8732953301339	79.78195229826794
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.01597898511813622	0.09574961990325646
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.008200504020666083	0.041004404106323146
wavelet-HLL	glrlm	RunEntropy	4.231127333736733	3.4501357632503615
wavelet-HLL	glrlm	RunLengthNonUniformity	2958.2070953717607	768.6190948918645
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.6514416887593034	0.5800361483500711
wavelet-HLL	glrlm	RunPercentage	0.7697717376962661	0.7271869235059418
wavelet-HLL	glrlm	RunVariance	0.5454139575169529	0.5686098789428766
wavelet-HLL	glrlm	ShortRunEmphasis	0.8317039709518566	0.7844909649519457
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	155.14720201831133	25.639015255625345
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.007165994832323398	0.03321181697936667
wavelet-HLL	glszm	GrayLevelNonUniformity	42.638297872340424	18.25619834710744
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.06479984479079091	0.15087767229014412
wavelet-HLL	glszm	GrayLevelVariance	21.896751231049233	5.4636978348473475
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	193.1565349544073	37.51239669421488
wavelet-HLL	glszm	LargeAreaEmphasis	6520.537993920972	6078.05785123967
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	1158437.4680851065	185268.59504132232
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	37.0558526336821	207.364007538277
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.014940234108210005	0.07447888230896889
wavelet-HLL	glszm	SizeZoneNonUniformity	164.32218844984803	27.198347107438018
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.2497297696806201	0.22477972816064476
wavelet-HLL	glszm	SmallAreaEmphasis	0.4929407785199498	0.47405053433766
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	91.58383056245502	16.19823486500782
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.008466487185450074	0.04949321578473157
wavelet-HLL	glszm	ZoneEntropy	6.546029420158741	5.272371714448812
wavelet-HLL	glszm	ZonePercentage	0.11286449399656946	0.06748466257668712
wavelet-HLL	glszm	ZoneVariance	6442.035162276771	5858.479338842975
wavelet-HLL	gldm	DependenceEntropy	6.593956251835378	5.9192515691511804
wavelet-HLL	gldm	DependenceNonUniformity	426.08747855917665	120.90964863357502
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.07308533079917268	0.06743427140745957
wavelet-HLL	gldm	DependenceVariance	19.45880731650627	17.735329404273735
wavelet-HLL	gldm	GrayLevelNonUniformity	1008.1090909090909	481.6536530953709
wavelet-HLL	gldm	GrayLevelVariance	6.395583970060814	1.3420014439247379
wavelet-HLL	gldm	HighGrayLevelEmphasis	184.4967409948542	31.96430563301729
wavelet-HLL	gldm	LargeDependenceEmphasis	68.26209262435678	83.23424428332403
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	12219.139279588337	2555.4511991076406
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.3983620905623662	2.9237109886196944
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.007698874433051778	0.03954477829222206
wavelet-HLL	gldm	SmallDependenceEmphasis	0.1027036047750731	0.06469411757603545
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	19.318548615496674	2.227784150111437
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0014240916533123597	0.004681745615551805
wavelet-HLL	ngtdm	Busyness	1.403463640168436	3.6282990117109
wavelet-HLL	ngtdm	Coarseness	0.001362633024684243	0.003835301738527584
wavelet-HLL	ngtdm	Complexity	395.7688264189026	31.447853620193577
wavelet-HLL	ngtdm	Contrast	0.02757680601654098	0.022478785995357544
wavelet-HLL	ngtdm	Strength	0.4112727160072146	0.1419639598310579
wavelet-HLH	firstorder	10Percentile	-11.998219582547788	-7.327721128814649
wavelet-HLH	firstorder	90Percentile	12.435552942376422	6.9511512907533906
wavelet-HLH	firstorder	Energy	525908882.15514016	161321193.51791376
wavelet-HLH	firstorder	Entropy	1.3306945422224339	1.0174158587079576
wavelet-HLH	firstorder	InterquartileRange	10.054424987754208	6.648774145085751
wavelet-HLH	firstorder	Kurtosis	9.164729439552527	5.0877425180272215
wavelet-HLH	firstorder	Maximum	81.40435800218924	26.627466590947595
wavelet-HLH	firstorder	MeanAbsoluteDeviation	7.985110451467172	4.572620245761019
wavelet-HLH	firstorder	Mean	0.09917993106175219	-0.11136944637458422
wavelet-HLH	firstorder	Median	-0.024891309285669523	-0.1259164249402383
wavelet-HLH	firstorder	Minimum	-84.92958731481255	-27.58382320693778
wavelet-HLH	firstorder	Range	166.3339453170018	54.21128979788537
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	4.420186829876083	2.8209144211656816
wavelet-HLH	firstorder	RootMeanSquared	300.34539355498384	299.95462895237586
wavelet-HLH	firstorder	Skewness	0.025223950949977696	-0.10170478085533691
wavelet-HLH	firstorder	TotalEnergy	525908882.15514016	161321193.51791376
wavelet-HLH	firstorder	Uniformity	0.4493659988996408	0.49853134626229717
wavelet-HLH	firstorder	Variance	147.83763440235802	39.58869462864265
wavelet-HLH	glcm	Autocorrelation	20.309046754687362	6.23523901806394
wavelet-HLH	glcm	JointAverage	4.503197327999422	2.4936849655366746
wavelet-HLH	glcm	ClusterProminence	2.568171995852634	0.5590261031745993
wavelet-HLH	glcm	ClusterShade	0.020765223571045193	0.014115272955022247
wavelet-HLH	glcm	ClusterTendency	0.7930999609858487	0.5392096604221087
wavelet-HLH	glcm	Contrast	0.6721573186428901	0.47213632883685425
wavelet-HLH	glcm	Correlation	0.08020144817430398	0.06625411285499418
wavelet-HLH	glcm	DifferenceAverage	0.5420479439805522	0.46950376784455894
wavelet-HLH	glcm	DifferenceEntropy	1.2137030465077485	0.9986583623309648
wavelet-HLH	glcm	DifferenceVariance	0.3664856999656655	0.2482727527905162
wavelet-HLH	glcm	JointEnergy	0.21966942333445608	0.2532238743569585
wavelet-HLH	glcm	JointEntropy	2.525103006521278	2.014917386452029
wavelet-HLH	glcm	Imc1	-0.04997906511184073	-0.014778557231328673
wavelet-HLH	glcm	Imc2	0.27995391845196427	0.12139018498733807
wavelet-HLH	glcm	Idm	0.7415879167718139	0.7655113721769501
wavelet-HLH	glcm	Idmn	0.9899579205106129	0.9722775112208696
wavelet-HLH	glcm	Id	0.7471765416280743	0.7656720032583925
wavelet-HLH	glcm	Idn	0.9411246516298335	0.9061852986944836
wavelet-HLH	glcm	InverseVariance	0.4583254195049035	0.4673407440541225
wavelet-HLH	glcm	MaximumProbability	0.25810215888251686	0.2759441164888772
wavelet-HLH	glcm	SumEntropy	1.817433484380092	1.5353748280167032
wavelet-HLH	glcm	SumSquares	0.3663143199071847	0.2528364973147407
wavelet-HLH	glrlm	GrayLevelNonUniformity	1367.5399889672149	520.7837745374163
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.42032317360246463	0.4971815710549255
wavelet-HLH	glrlm	GrayLevelVariance	0.4731414415729608	0.2558411094208814
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	20.734168259017284	6.48041146744457
wavelet-HLH	glrlm	LongRunEmphasis	5.4174273809369105	4.356947526580464
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	111.44161129360866	28.025117475123086
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.2819306026137985	0.795805940036245
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.054111759675779345	0.1820389445399255
wavelet-HLH	glrlm	RunEntropy	3.195198419586124	2.6783100632205956
wavelet-HLH	glrlm	RunLengthNonUniformity	1337.8158908844948	437.67906871735676
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.3966472861330726	0.40760460253027525
wavelet-HLH	glrlm	RunPercentage	0.5579232088666051	0.584109142391351
wavelet-HLH	glrlm	RunVariance	1.7167285111499915	1.1541922165969944
wavelet-HLH	glrlm	ShortRunEmphasis	0.627928592804706	0.63831527165743
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	13.088616915742172	4.15741467002671
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.0348597060785176	0.11595825923338252
wavelet-HLH	glszm	GrayLevelNonUniformity	24.662650602409638	1.4
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.29714036870373056	0.28
wavelet-HLH	glszm	GrayLevelVariance	3.113078821309334	1.36
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	22.771084337349397	9.2
wavelet-HLH	glszm	LargeAreaEmphasis	183332.48192771085	320540.2
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	3749461.2409638553	2051294.0
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	9418.928698074611	58770.43055555555
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.09340206062344616	0.2972222222222222
wavelet-HLH	glszm	SizeZoneNonUniformity	19.53012048192771	2.2
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.2353026564087676	0.44
wavelet-HLH	glszm	SmallAreaEmphasis	0.49040648335725434	0.6000004999665498
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	10.860651612279636	6.600003300038212
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.04597156608173957	0.22500008887574818
wavelet-HLH	glszm	ZoneEntropy	4.416081120308741	1.9219280948873612
wavelet-HLH	glszm	ZonePercentage	0.014236706689536879	0.002788622420524261
wavelet-HLH	glszm	ZoneVariance	178398.6889243722	191946.24
wavelet-HLH	gldm	DependenceEntropy	5.272098163890191	4.9499257464012985
wavelet-HLH	gldm	DependenceNonUniformity	374.8291595197256	132.57947573898494
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.06429316629840919	0.07394281970941714
wavelet-HLH	gldm	DependenceVariance	19.744989687809845	14.431907066241681
wavelet-HLH	gldm	GrayLevelNonUniformity	2619.8037735849057	893.8667038482989
wavelet-HLH	gldm	GrayLevelVariance	0.38584905660377355	0.2532616617452328
wavelet-HLH	gldm	HighGrayLevelEmphasis	20.635849056603774	6.457334076965979
wavelet-HLH	gldm	LargeDependenceEmphasis	175.8449399656947	153.98271054099274
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	3607.077358490566	986.4974902398216
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	9.029971813096308	28.20269411910516
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.05298993229367218	0.18227520604821218
wavelet-HLH	gldm	SmallDependenceEmphasis	0.02013611549574654	0.012787441946640943
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.43889946653679435	0.09176966208204865
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.001495999073755021	0.0026030160534972497
wavelet-HLH	ngtdm	Busyness	22.507406198306523	38.31577431323208
wavelet-HLH	ngtdm	Coarseness	0.0008396463108874526	0.0024101436024875603
wavelet-HLH	ngtdm	Complexity	15.073957720691118	3.2487658818002227
