Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_26_segment_Rt Sup Frontal	1: RTSTRUCT: ANON_26_segment_Lt Temporal	1: RTSTRUCT: ANON_26_segment_Lt Parietal
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.12220037267387723	0.2034946096062291	0.22099134279143198
wavelet-LLH	glrlm	GrayLevelVariance	9.241143080858684	2.5333122719212042	3.291926416489136
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	306.71622177203386	72.56939603216016	61.21147237988846
wavelet-LLH	glrlm	LongRunEmphasis	1.931343993092243	3.5579841402014267	2.675504160653363
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	587.0953694895684	261.77675743474003	160.04262339268664
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.007557369341912262	0.053789874822787236	0.05451283351022361
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.00423144526263028	0.01695296984639837	0.023591647159363502
wavelet-LLH	glrlm	RunEntropy	4.297772040731848	3.969347032361555	3.742947593632944
wavelet-LLH	glrlm	RunLengthNonUniformity	3570.3359296822146	3602.637786290819	376.08349617667176
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7018172999588821	0.5259289458379867	0.5709037549216246
wavelet-LLH	glrlm	RunPercentage	0.8090160199972911	0.6592121829845914	0.7149619611158072
wavelet-LLH	glrlm	RunVariance	0.38003640594489596	1.1634855248656693	0.6593664512572617
wavelet-LLH	glrlm	ShortRunEmphasis	0.8616250068109177	0.7507582365497764	0.7802387102919478
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	265.0027612891358	54.37435333718308	48.35508340045778
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.003730725311382986	0.013184623045365903	0.01940616857935882
wavelet-LLH	glszm	GrayLevelNonUniformity	50.41935483870968	34.21981424148607	6.9393939393939394
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.0602381778240259	0.10594369734206213	0.10514233241505969
wavelet-LLH	glszm	GrayLevelVariance	25.460749761979194	6.836392565825418	10.99931129476584
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	337.74074074074076	75.06501547987617	84.8030303030303
wavelet-LLH	glszm	LargeAreaEmphasis	5088.9450418160095	71236.92879256966	3081.6666666666665
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	1534064.578255675	5215459.139318885	177621.15151515152
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	17.03059774903239	992.4955744983718	55.075483092441985
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.006051877657553473	0.025252162883132274	0.03867398331650698
wavelet-LLH	glszm	SizeZoneNonUniformity	289.48267622461174	71.6811145510836	18.727272727272727
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.3458574387390821	0.22192295526651268	0.2837465564738292
wavelet-LLH	glszm	SmallAreaEmphasis	0.6086689850889481	0.47388340878187807	0.5459419499824508
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	213.37613146180905	35.629958124540536	52.276690340409566
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.004007166488508237	0.01088449552233786	0.023568087353439182
wavelet-LLH	glszm	ZoneEntropy	6.295753578294709	5.910353071063328	4.955389528738331
wavelet-LLH	glszm	ZonePercentage	0.1339843124699856	0.03146921278254092	0.07252747252747253
wavelet-LLH	glszm	ZoneVariance	5033.240308948869	70227.14535747492	2891.5610651974284
wavelet-LLH	gldm	DependenceEntropy	6.633561976997179	6.378386259931613	5.923779881884566
wavelet-LLH	gldm	DependenceNonUniformity	533.477669281255	560.9432969602494	56.74065934065934
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.08539741784556668	0.054651529321926094	0.06235237290182345
wavelet-LLH	gldm	DependenceVariance	13.971762517722931	27.98521161370983	20.780538582296824
wavelet-LLH	gldm	GrayLevelNonUniformity	867.3278373619337	2507.263834762276	234.5164835164835
wavelet-LLH	gldm	GrayLevelVariance	8.05489607958835	2.0264914290782574	2.6029996377249125
wavelet-LLH	gldm	HighGrayLevelEmphasis	305.6353449655835	72.89848012470772	60.496703296703295
wavelet-LLH	gldm	LargeDependenceEmphasis	49.559948775412195	125.21434138737334	91.52527472527473
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	14947.579318072674	9262.42381137958	5413.415384615385
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	0.17178928761605394	1.7725207894504922	1.628943069967734
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.004107108872724898	0.01617266549235435	0.022173174458715496
wavelet-LLH	gldm	SmallDependenceEmphasis	0.1334336849882716	0.04292991260278615	0.07340103364673098
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	44.35275070342508	3.131798243261805	5.847601346888133
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0007616325518642299	0.0008912347881215723	0.0027009786197492447
wavelet-LLH	ngtdm	Busyness	0.9425740944438624	7.566739931464884	0.5892848417662585
wavelet-LLH	ngtdm	Coarseness	0.0013689940055974152	0.000778756296174	0.009458806264311444
wavelet-LLH	ngtdm	Complexity	632.7484185103184	67.69320495866671	86.14467246868362
wavelet-LLH	ngtdm	Contrast	0.030207718250864966	0.017432483168545607	0.01764936599946444
wavelet-LLH	ngtdm	Strength	0.5065381175500188	0.06663133802159953	1.065223789596396
wavelet-LHL	firstorder	10Percentile	-58.38988014872928	-35.92249706070411	-64.73687234633111
wavelet-LHL	firstorder	90Percentile	53.503941776293054	29.581330027388315	52.24097414508638
wavelet-LHL	firstorder	Energy	560027629.2223904	920332179.8844768	84368013.31900787
wavelet-LHL	firstorder	Entropy	2.86755034608703	2.2080175945783704	2.8051124802212004
wavelet-LHL	firstorder	InterquartileRange	48.9800490589046	22.464177757299616	42.68182442338535
wavelet-LHL	firstorder	Kurtosis	3.862622110604935	7.053169420625103	4.264537139926179
wavelet-LHL	firstorder	Maximum	198.2814124360158	89.93876671950383	103.94045297425012
wavelet-LHL	firstorder	MeanAbsoluteDeviation	32.962390092061035	19.796776217744114	33.66274803533227
wavelet-LHL	firstorder	Mean	-3.905690874654415	-2.0423830115674555	0.8717485256510504
wavelet-LHL	firstorder	Median	-4.137784245523111	0.8217534352995004	6.6903575101072565
wavelet-LHL	firstorder	Minimum	-170.8466885020297	-186.3005727092587	-160.07490527355702
wavelet-LHL	firstorder	Range	369.1281009380455	276.2393394287625	264.01535824780717
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	20.813951258345025	10.449004677837904	19.545629587093785
wavelet-LHL	firstorder	RootMeanSquared	299.41184253846666	299.4428738058036	304.48662129617503
wavelet-LHL	firstorder	Skewness	0.059346790046184775	-1.2559078283936713	-0.898784231083064
wavelet-LHL	firstorder	TotalEnergy	560027629.2223904	920332179.8844768	84368013.31900787
wavelet-LHL	firstorder	Uniformity	0.17338930017927742	0.2847962655725177	0.18928148774302622
wavelet-LHL	firstorder	Variance	1975.6115558638446	887.2931516529461	2188.2934874776943
wavelet-LHL	glcm	Autocorrelation	54.96896314492476	71.7082505394348	57.527400213658
wavelet-LHL	glcm	JointAverage	7.353635859705018	8.435850604779267	7.47096843300101
wavelet-LHL	glcm	ClusterProminence	269.4269344129527	121.00682893024502	523.0968718804571
wavelet-LHL	glcm	ClusterShade	0.6899819583064358	-10.03492753001935	-33.315215508156356
wavelet-LHL	glcm	ClusterTendency	8.35982860271223	4.125681175758222	11.202412471239514
wavelet-LHL	glcm	Contrast	4.788239388874532	1.9472547857244715	4.35834426298884
wavelet-LHL	glcm	Correlation	0.2700445043855954	0.35522108789471624	0.43835620507318435
wavelet-LHL	glcm	DifferenceAverage	1.552774113225055	0.8807791725351564	1.346811261498801
wavelet-LHL	glcm	DifferenceEntropy	2.3201060636560102	1.7519868888012247	2.1838807784277083
wavelet-LHL	glcm	DifferenceVariance	2.278577161289162	1.1463624408955986	2.4151422242727487
wavelet-LHL	glcm	JointEnergy	0.037696746890937174	0.10726998407194775	0.057196364046960116
wavelet-LHL	glcm	JointEntropy	5.560594483210632	4.146578671046472	5.200787135509564
wavelet-LHL	glcm	Imc1	-0.06193052108444464	-0.10667540405469153	-0.1628251072582651
wavelet-LHL	glcm	Imc2	0.46504345397385716	0.5813975958026238	0.7405852143463212
wavelet-LHL	glcm	Idm	0.4812243331751849	0.6487103238987934	0.5558692983283483
wavelet-LHL	glcm	Idmn	0.9805902258535295	0.9876994112081351	0.9740232858895641
wavelet-LHL	glcm	Id	0.5345350027683856	0.6713038631875194	0.5954952005127094
wavelet-LHL	glcm	Idn	0.9132181643345471	0.9373135312074319	0.9099974081409864
wavelet-LHL	glcm	InverseVariance	0.4228756148096908	0.45016830338033326	0.4165672488070025
wavelet-LHL	glcm	MaximumProbability	0.11055165672514158	0.21023069611736733	0.16923185527437218
wavelet-LHL	glcm	SumEntropy	3.5310618498147255	2.8697855439364615	3.544765252314645
wavelet-LHL	glcm	SumSquares	3.2870169978966897	1.5182339903706734	3.8901891835570885
wavelet-LHL	glrlm	GrayLevelNonUniformity	751.6774385924388	1527.8387510482623	106.2165273297909
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.1548227995347774	0.23889620313481236	0.15976308687555335
wavelet-LHL	glrlm	GrayLevelVariance	3.719175931937156	1.9740244345044877	4.20306465684881
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	57.60625607772661	71.29389891983348	59.443245867662135
wavelet-LHL	glrlm	LongRunEmphasis	2.142033924356769	4.020808718367254	2.6213985179363473
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	120.22290663888526	298.02413337622943	162.76513972292287
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.0507351391145424	0.059554433120637414	0.06749388195169853
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.02644113046253813	0.017116372255106586	0.03448778115634826
wavelet-LHL	glrlm	RunEntropy	3.9068145918114188	3.8773727734397956	3.986720999210907
wavelet-LHL	glrlm	RunLengthNonUniformity	3198.6506418976032	3116.7362505630813	409.22792662935575
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.6552851533255839	0.4820835616806739	0.6067993759677799
wavelet-LHL	glrlm	RunPercentage	0.7772592382805286	0.6226092691408358	0.7306001690617074
wavelet-LHL	glrlm	RunVariance	0.4656861280452888	1.3548423674111225	0.677478450750259
wavelet-LHL	glrlm	ShortRunEmphasis	0.8356383247276171	0.7176349749777244	0.8035455554306536
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	48.46986819403616	50.4899957969876	47.23062449310584
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.022784889768928174	0.012930731692255174	0.02999170287467556
wavelet-LHL	glszm	GrayLevelNonUniformity	41.369369369369366	25.04901960784314	9.857142857142858
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.0931742553364175	0.12278931180315264	0.1280148423005566
wavelet-LHL	glszm	GrayLevelVariance	11.090511119227335	6.086985774702037	5.513240006746501
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	66.70045045045045	61.166666666666664	50.246753246753244
wavelet-LHL	glszm	LargeAreaEmphasis	11656.056306306305	138445.5980392157	1517.7662337662337
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	623024.8333333334	10262668.5	95851.49350649351
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	225.4898539567907	1898.9789532522718	26.08604673811932
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.04872683029108201	0.03222974565680777	0.06068587078394101
wavelet-LHL	glszm	SizeZoneNonUniformity	109.24774774774775	38.833333333333336	19.83116883116883
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.24605348591835077	0.190359477124183	0.25754764715803674
wavelet-LHL	glszm	SmallAreaEmphasis	0.49813587480621974	0.4385276639568192	0.5231450764632949
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	34.488040378015214	25.33104144557859	26.006981784443198
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.024390058888598118	0.012307870952190306	0.029643181452209327
wavelet-LHL	glszm	ZoneEntropy	6.0791984469862355	5.77982442696802	4.99011430012608
wavelet-LHL	glszm	ZonePercentage	0.07107411557547623	0.019875292283710055	0.08461538461538462
wavelet-LHL	glszm	ZoneVariance	11458.096476544113	135914.12706651288	1378.0968122786305
wavelet-LHL	gldm	DependenceEntropy	6.338078469423051	6.1647142393229934	6.444446278368556
wavelet-LHL	gldm	DependenceNonUniformity	500.4467744517368	544.9171862821512	60.00879120879121
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.0801099366818852	0.05309013895967958	0.06594372660306726
wavelet-LHL	gldm	DependenceVariance	15.199264092418275	27.03622784065746	27.782398261079578
wavelet-LHL	gldm	GrayLevelNonUniformity	1083.1629582199455	2923.148869836321	172.24615384615385
wavelet-LHL	gldm	GrayLevelVariance	3.270333646816071	1.5429847277395086	3.608874532061345
wavelet-LHL	gldm	HighGrayLevelEmphasis	57.05906835280935	72.49045206547154	60.45384615384615
wavelet-LHL	gldm	LargeDependenceEmphasis	61.32047382743717	143.93901013250195	91.85274725274725
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	3331.616135745158	10820.230319563523	5818.095604395605
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	1.2625905073457415	1.9890744253124135	1.6907642457264445
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.025368863456718915	0.01606796450712389	0.030863360081820196
wavelet-LHL	gldm	SmallDependenceEmphasis	0.08198734002515798	0.03086353591557532	0.08404803416448767
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	5.189741303882601	1.9806265672165257	4.397379502060114
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.003085364421007932	0.0007185989270782708	0.004526519333257591
wavelet-LHL	ngtdm	Busyness	5.397403386712	8.99990017223105	0.8756146537412955
wavelet-LHL	ngtdm	Coarseness	0.001312307981585214	0.0007562291585649453	0.010344494186635427
wavelet-LHL	ngtdm	Complexity	101.492763903808	44.543782021209125	48.8296676349161
wavelet-LHL	ngtdm	Contrast	0.03343202796517134	0.015202542109992659	0.04728525664945485
wavelet-LHL	ngtdm	Strength	0.10012870321013931	0.06169574725463217	0.5064573983469994
wavelet-LHH	firstorder	10Percentile	-23.40201719623952	-10.7868798027039	-13.180257138944128
wavelet-LHH	firstorder	90Percentile	23.491977234542663	10.474271332534867	13.634873437729738
wavelet-LHH	firstorder	Energy	564563323.9226593	924947107.7080634	81902592.41377392
wavelet-LHH	firstorder	Entropy	1.788009717117136	1.1889242522348318	1.3523343137959822
wavelet-LHH	firstorder	InterquartileRange	21.491568300040527	8.378170493602136	12.61050761813369
wavelet-LHH	firstorder	Kurtosis	4.719214037083067	5.809077724234222	5.062376416100065
wavelet-LHH	firstorder	Maximum	104.34203925904058	57.81719483451546	48.814523253381616
wavelet-LHH	firstorder	MeanAbsoluteDeviation	14.40172661082051	6.581068000708916	8.61001571846657
wavelet-LHH	firstorder	Mean	-0.015623254519543136	0.041307328566509365	-0.23363439429732777
wavelet-LHH	firstorder	Median	-0.2873120772222766	0.017840378851552742	-0.5359923338843716
wavelet-LHH	firstorder	Minimum	-103.68856904702135	-43.3852407221045	-53.10473968890907
wavelet-LHH	firstorder	Range	208.03060830606194	101.20243555661996	101.91926294229069
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	9.02343989945249	3.7486389693947966	5.2030363010647065
wavelet-LHH	firstorder	RootMeanSquared	300.62187397619573	300.192700469297	300.0047479730029
wavelet-LHH	firstorder	Skewness	0.0884833834166299	0.2766018129641046	-0.06277127177171436
wavelet-LHH	firstorder	TotalEnergy	564563323.9226593	924947107.7080634	81902592.41377392
wavelet-LHH	firstorder	Uniformity	0.35014672257987184	0.4723634323539007	0.43988165680473373
wavelet-LHH	firstorder	Variance	382.88482158534333	90.87131161375014	142.97485789317597
wavelet-LHH	glcm	Autocorrelation	30.265752902968845	6.3114510980536656	12.178453661020235
wavelet-LHH	glcm	JointAverage	5.499034024236388	2.507005483177008	3.484919700492143
wavelet-LHH	glcm	ClusterProminence	9.111882084769778	1.3247577547637819	2.367755400129703
wavelet-LHH	glcm	ClusterShade	0.16604223254450107	0.06429412906891689	0.03772941915665322
wavelet-LHH	glcm	ClusterTendency	1.4754603940884083	0.667762891863743	0.8370220636554883
wavelet-LHH	glcm	Contrast	1.3701725041769186	0.5623302639690484	0.7020280316891127
wavelet-LHH	glcm	Correlation	0.036085891755537176	0.08528843763129981	0.08491907355404396
wavelet-LHH	glcm	DifferenceAverage	0.8277869166944609	0.5114877629296382	0.5638861019819996
wavelet-LHH	glcm	DifferenceEntropy	1.6167300185658688	1.1254582099696668	1.2550852812337572
wavelet-LHH	glcm	DifferenceVariance	0.6742533267433052	0.29740354581483974	0.37665531042418454
wavelet-LHH	glcm	JointEnergy	0.13028126291703182	0.2293997908549423	0.2034920220234389
wavelet-LHH	glcm	JointEntropy	3.521332774030735	2.3423351181162344	2.6424487085102206
wavelet-LHH	glcm	Imc1	-0.024244443170404553	-0.02389637232785683	-0.04822124586169712
wavelet-LHH	glcm	Imc2	0.22723506296376736	0.1992791167546811	0.31693650795383543
wavelet-LHH	glcm	Idm	0.638297158793423	0.7493298038536153	0.7318259962448594
wavelet-LHH	glcm	Idmn	0.9870126039886074	0.9788534280951494	0.9744022736011154
wavelet-LHH	glcm	Id	0.6600514031648588	0.7521712959376103	0.7388767142140982
wavelet-LHH	glcm	Idn	0.9285958958262821	0.9159222020598469	0.9091486255075693
wavelet-LHH	glcm	InverseVariance	0.49430634514207433	0.4722016698047097	0.4635088661786828
wavelet-LHH	glcm	MaximumProbability	0.18636785480845056	0.25748729659465586	0.2625190641473259
wavelet-LHH	glcm	SumEntropy	2.2971021455947573	1.7219533936634295	1.8760137308599631
wavelet-LHH	glcm	SumSquares	0.7114082245663317	0.3075232889581978	0.3847625238361502
wavelet-LHH	glrlm	GrayLevelNonUniformity	1280.7853630238303	2495.745023572202	226.20023734687354
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.31060778197877775	0.45534247692463226	0.4158226634377572
wavelet-LHH	glrlm	GrayLevelVariance	0.8937928516742528	0.34717312506496245	0.44303379862992653
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	31.17569299360236	6.666239640755896	12.668782748634584
wavelet-LHH	glrlm	LongRunEmphasis	3.2739323488273167	5.366615179771923	4.0579813408879595
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	100.49400357608361	35.069336275520406	49.93670165511614
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.11505095882082905	0.9891260198060358	0.37049224547874715
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.036747950290868824	0.19304940194824438	0.09364771756363294
wavelet-LHH	glrlm	RunEntropy	3.280685955082203	3.088496700530482	3.006191311027118
wavelet-LHH	glrlm	RunLengthNonUniformity	2102.8236347019915	2096.564897709429	237.4068215542384
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.5055363186724976	0.3776207271041286	0.42744808079921737
wavelet-LHH	glrlm	RunPercentage	0.6599352304490771	0.533912404820433	0.5983093829247675
wavelet-LHH	glrlm	RunVariance	0.9077453723890394	1.7139693464963908	1.0768904474395131
wavelet-LHH	glrlm	ShortRunEmphasis	0.7343816316505851	0.6079570082378585	0.6567769921871085
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	23.060722114903765	4.1011271252756085	8.408103918764786
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.027533756891783605	0.12142981968596706	0.06290845945332438
wavelet-LHH	glszm	GrayLevelNonUniformity	63.11857707509881	29.0	3.6666666666666665
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.24948054179880955	0.4142857142857143	0.3055555555555556
wavelet-LHH	glszm	GrayLevelVariance	4.030870658813604	2.392857142857143	2.2430555555555554
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	33.01185770750988	8.642857142857142	13.916666666666666
wavelet-LHH	glszm	LargeAreaEmphasis	52235.64822134387	710235.2571428572	30294.5
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	1582574.043478261	4607448.271428571	370959.0
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	1783.1734295328072	128509.29526984127	2689.7125
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.056802589759370296	0.534031746031746	0.19780092592592594
wavelet-LHH	glszm	SizeZoneNonUniformity	73.28458498023716	19.82857142857143	2.1666666666666665
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.28966239122623383	0.283265306122449	0.18055555555555555
wavelet-LHH	glszm	SmallAreaEmphasis	0.5532893683392479	0.545957993017103	0.3839444684662201
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	18.227873695118955	4.951810809827281	3.6580621997271194
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.036003813238218406	0.29010806443605064	0.13476320230763025
wavelet-LHH	glszm	ZoneEntropy	4.600294725647542	3.73832555768914	3.418295834054486
wavelet-LHH	glszm	ZonePercentage	0.04049943973107092	0.006819953234606391	0.013186813186813187
wavelet-LHH	glszm	ZoneVariance	51625.96819197301	688735.3191836734	24543.805555555555
wavelet-LHH	gldm	DependenceEntropy	5.393461575331601	4.81533220668484	5.1977710682028615
wavelet-LHH	gldm	DependenceNonUniformity	412.00304145990077	948.1149649259548	60.879120879120876
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.06595214366254214	0.09237285316893558	0.06690013283419877
wavelet-LHH	gldm	DependenceVariance	17.719293338279556	12.23386702511225	17.17213380026567
wavelet-LHH	gldm	GrayLevelNonUniformity	2187.366575956459	4848.3382696804365	400.2923076923077
wavelet-LHH	gldm	GrayLevelVariance	0.717738361059699	0.3087872128268885	0.3837942277502717
wavelet-LHH	gldm	HighGrayLevelEmphasis	30.940451416680006	6.597330475448168	12.518681318681319
wavelet-LHH	gldm	LargeDependenceEmphasis	114.57803745797983	184.32307092751364	148.13626373626374
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	3476.656154954378	1197.5228955572877	1801.8021978021977
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	3.939454288297738	33.48584410452932	13.321142857142858
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.0359903610624004	0.18804857322248206	0.09211538461538461
wavelet-LHH	gldm	SmallDependenceEmphasis	0.045333765681991156	0.013220487092699997	0.01936452861560399
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	1.4849219102399565	0.10096892124399459	0.24085243381862811
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002345133606324358	0.0042904334739934736	0.0031611438550456844
wavelet-LHH	ngtdm	Busyness	14.085967255446413	144.637420794662	9.01633084324568
wavelet-LHH	ngtdm	Coarseness	0.0008859861935340153	0.0004472236179194982	0.005551593699342488
wavelet-LHH	ngtdm	Complexity	30.825138069910523	5.578406340139842	5.575546232296785
wavelet-LHH	ngtdm	Contrast	0.010791689349786663	0.014981923894738977	0.01946646646894831
wavelet-LHH	ngtdm	Strength	0.0424332138934507	0.0051228426006437325	0.056711389105370706
wavelet-HLL	firstorder	10Percentile	-61.011742151992706	-56.93483322039409	-50.99814312457734
wavelet-HLL	firstorder	90Percentile	56.4634764994077	47.952641428894644	41.60588641701268
wavelet-HLL	firstorder	Energy	565276508.6972905	933550266.5141592	83076548.32120517
wavelet-HLL	firstorder	Entropy	2.968456717282955	2.7463239018281556	2.5362325952547846
wavelet-HLL	firstorder	InterquartileRange	49.15237298330315	33.713953802014004	37.61251554872911
wavelet-HLL	firstorder	Kurtosis	4.6278769011561405	5.399880005951657	4.666688408361243
wavelet-HLL	firstorder	Maximum	228.33797964327442	214.4365299330178	90.9306768499258
wavelet-HLL	firstorder	MeanAbsoluteDeviation	35.21790242953981	30.48109357550757	27.282471694596055
wavelet-HLL	firstorder	Mean	-3.189136876196667	-1.8400320844176734	-0.149384627343595
wavelet-HLL	firstorder	Median	-3.4974689713355644	1.401646456534097	3.7769374283776838
wavelet-HLL	firstorder	Minimum	-219.47806464985769	-221.05813084617392	-166.4412436413231
wavelet-HLL	firstorder	Range	447.8160442931321	435.4946607791917	257.3719204912489
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	21.38386506677075	16.140053105869246	16.8403341142923
wavelet-HLL	firstorder	RootMeanSquared	300.81169438004713	301.58555194128104	302.14716653161355
wavelet-HLL	firstorder	Skewness	0.08413429297070857	-0.8510132864200131	-0.8831132653608865
wavelet-HLL	firstorder	TotalEnergy	565276508.6972905	933550266.5141592	83076548.32120517
wavelet-HLL	firstorder	Uniformity	0.1672861369487448	0.20699224419214274	0.2196401400797005
wavelet-HLL	firstorder	Variance	2390.9870074977594	2054.478672306028	1382.5187037218689
wavelet-HLL	glcm	Autocorrelation	89.12264042140389	90.22352565113376	56.98268974241217
wavelet-HLL	glcm	JointAverage	9.376517364044142	9.457135176028372	7.514883158210096
wavelet-HLL	glcm	ClusterProminence	475.71181031824494	384.42097515933426	131.85977035340088
wavelet-HLL	glcm	ClusterShade	0.7988381098783226	-20.282934752039328	-8.735521954846892
wavelet-HLL	glcm	ClusterTendency	10.145257261636184	8.0210690318699	5.448450777473312
wavelet-HLL	glcm	Contrast	5.331205230820212	4.876977561538454	3.415765521828068
wavelet-HLL	glcm	Correlation	0.30598199862117814	0.23785203626063883	0.22243467389853483
wavelet-HLL	glcm	DifferenceAverage	1.630353769175253	1.4016607467442168	1.2571334696513203
wavelet-HLL	glcm	DifferenceEntropy	2.3824572388921292	2.2468812013077337	2.086312343220235
wavelet-HLL	glcm	DifferenceVariance	2.55639908476162	2.807127831798673	1.7482761949430154
wavelet-HLL	glcm	JointEnergy	0.03571680175674362	0.06498596857599565	0.06228125997368494
wavelet-HLL	glcm	JointEntropy	5.713931815413272	5.147694345762233	4.81705754328275
wavelet-HLL	glcm	Imc1	-0.06752233946630139	-0.09684981611683681	-0.09722020514308459
wavelet-HLL	glcm	Imc2	0.4871633872163512	0.5920529417370559	0.5822737566502101
wavelet-HLL	glcm	Idm	0.4713830149881879	0.5474076443595902	0.5490358886130251
wavelet-HLL	glcm	Idmn	0.9862065291794782	0.9863245019760722	0.9752630997690228
wavelet-HLL	glcm	Id	0.5266786190055684	0.5875186400773048	0.5888810912975001
wavelet-HLL	glcm	Idn	0.9261908410418389	0.9339390281689364	0.90696029459259
wavelet-HLL	glcm	InverseVariance	0.4125673269228107	0.42381659360195584	0.44804977765782544
wavelet-HLL	glcm	MaximumProbability	0.09805189512795166	0.14572214488554053	0.15724739505762575
wavelet-HLL	glcm	SumEntropy	3.647912972813198	3.336317586184902	3.1444099674304624
wavelet-HLL	glcm	SumSquares	3.8691156231140984	3.2245116483520886	2.216054074825344
wavelet-HLL	glrlm	GrayLevelNonUniformity	727.1834013712845	1229.8838030895145	132.54807802363328
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.14894974639005876	0.16899641914097907	0.1941860717417897
wavelet-HLL	glrlm	GrayLevelVariance	4.5000248543774	4.2121051579015	2.6277887970729283
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	92.59702439021682	91.95576020561644	57.80193648662588
wavelet-HLL	glrlm	LongRunEmphasis	2.098158406702059	2.9765009345548403	2.4055932060671297
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	190.01609851108444	276.5063506115908	142.38800456213914
